Time,Dilution,OD600
2,1,0.653
2,1,0.654
2,1,0.652
2,1,0.651
2,1,0.654
2,0.16666,0.129
2,0.16666,0.128
2,0.16666,0.128
2,0.16666,0.128
2,0.16666,0.129
2,0.142857,0.111
2,0.142857,0.113
2,0.142857,0.113
2,0.142857,0.113
2,0.142857,0.114
2,0.125,0.102
2,0.125,0.103
2,0.125,0.102
2,0.125,0.103
2,0.125,0.104
2,0.1111,0.093
2,0.1111,0.093
2,0.1111,0.091
2,0.1111,0.09
2,0.1111,0.092
2,0.1,0.08
2,0.1,0.081
2,0.1,0.084
2,0.1,0.081
2,0.1,0.083
