Time,Dilution,OD600
4,1:1,0.793
4,1:1,0.796
4,1:1,0.794
4,1:1,0.785
4,1:1,0.798
4,1:6,0.317
4,1:6,0.319
4,1:6,0.314
4,1:6,0.313
4,1:6,0.321
4,1:7,0.299
4,1:7,0.301
4,1:7,0.299
4,1:7,0.297
4,1:7,0.303
4,1:8,0.254
4,1:8,0.255
4,1:8,0.255
4,1:8,0.252
4,1:8,0.258
4,1:9,0.241
4,1:9,0.243
4,1:9,0.243
4,1:9,0.242
4,1:9,0.244
4,1:10,0.243
4,1:10,0.244
4,1:10,0.244
4,1:10,0.242
4,1:10,0.246
