Time,Dilution,OD600
1,1,0.065
1,1,0.06
1,1,0.066
1,1,0.06
1,1,0.066
1,0.16666,0.014
1,0.16666,0.01
1,0.16666,0.011
1,0.16666,0.012
1,0.16666,0.014
1,0.142857,0.022
1,0.142857,0.019
1,0.142857,0.017
1,0.142857,0.016
1,0.142857,0.012
1,0.125,0
1,0.125,0
1,0.125,-0.002
1,0.125,-0.001
1,0.125,-0.001
1,0.1111,0.003
1,0.1111,0.004
1,0.1111,0
1,0.1111,0.001
1,0.1111,0.003
1,0.1,-0.004
1,0.1,-0.005
1,0.1,-0.004
1,0.1,-0.006
1,0.1,-0.004
