Time,Dilution,OD600
0,1,0.01
0,1,0.001
0,1,0.007
0,1,0.004
0,1,0.009
0,0.16666,0.005
0,0.16666,0.005
0,0.16666,0.004
0,0.16666,0
0,0.16666,0
0,0.142857,0.004
0,0.142857,0.008
0,0.142857,0.007
0,0.142857,0.005
0,0.142857,0.008
0,0.125,-0.007
0,0.125,-0.007
0,0.125,-0.009
0,0.125,-0.008
0,0.125,-0.003
0,0.1111,-0.001
0,0.1111,-0.001
0,0.1111,-0.01
0,0.1111,-0.006
0,0.1111,-0.004
0,0.1,0.008
0,0.1,0.002
0,0.1,-0.003
0,0.1,0.009
0,0.1,0.008
