Time,Dilution,OD600
3,1,0.668
3,1,0.67
3,1,0.67
3,1,0.662
3,1,0.673
3,0.16666,0.127
3,0.16666,0.13
3,0.16666,0.129
3,0.16666,0.129
3,0.16666,0.129
3,0.142857,0.124
3,0.142857,0.123
3,0.142857,0.123
3,0.142857,0.121
3,0.142857,0.124
3,0.125,0.109
3,0.125,0.109
3,0.125,0.109
3,0.125,0.109
3,0.125,0.11
3,0.1111,0.098
3,0.1111,0.098
3,0.1111,0.097
3,0.1111,0.098
3,0.1111,0.099
3,0.1,0.087
3,0.1,0.087
3,0.1,0.086
3,0.1,0.087
3,0.1,0.088
