Time,Dilution,OD600
0,1:1,0.01
0,1:1,0.001
0,1:1,0.007
0,1:1,0.004
0,1:1,0.009
0,1:6,0.005
0,1:6,0.005
0,1:6,0.004
0,1:6,0
0,1:6,0
0,1:7,0.004
0,1:7,0.008
0,1:7,0.007
0,1:7,0.005
0,1:7,0.008
0,1:8,-0.007
0,1:8,-0.007
0,1:8,-0.009
0,1:8,-0.008
0,1:8,-0.003
0,1:9,-0.001
0,1:9,-0.001
0,1:9,-0.01
0,1:9,-0.006
0,1:9,-0.004
0,1:10,0.008
0,1:10,0.002
0,1:10,-0.003
0,1:10,0.009
0,1:10,0.008
